Time of Day,Temperature,Humidity,CO2_InfraredSensor,CO2_ElectroChemicalSensor,MetalOxideSensor_Unit1,MetalOxideSensor_Unit2,MetalOxideSensor_Unit3,MetalOxideSensor_Unit4,CO_GasSensor,Activity Level,metal_oxide_mean,metal_oxide_std,CO2_mean,CO2_diff
2,19.93,50.18,112.7,582.85,434.06,713.66,655.38,591.92,2,Low Activity,598.755,120.52760389222045,347.77500000000003,-470.15000000000003
3,24.57,47.91,120.59,570.48,395.07,696.86,650.49,559.9,2,Low Activity,575.58,133.10405578594015,345.535,-449.89
3,19.92,50.23,111.73,585.82,449.4,713.33,674.592,603.02,2,High Activity,610.0855,116.46210617335296,348.77500000000003,-474.09000000000003
3,19.87,50.37,109.06,581.27,443.7,716.73,661.22,595.31,2,Moderate Activity,604.24,117.97394768902724,345.16499999999996,-472.21
3,19.97,50.27,110.52,580.32,434.78,720.67,669.13,594.89,2,High Activity,604.8675,124.59159425231437,345.42,-469.80000000000007
3,19.87,50.52,113.22,581.26,432.1,709.41,673.988,595.52,2,Low Activity,602.7545,123.32194122566618,347.24,-468.03999999999996
3,20.72,48.83,116.15,587.83,439.7,717.39,667.04,599.73,2,Low Activity,605.9649999999999,120.86991864534919,351.99,-471.68000000000006
3,21.05,48.1,106.17,581.99,447.75,710.49,676.66,597.44,2,Low Activity,608.085,116.91869382894535,344.08,-475.82
1,20.0,58.1,123.25,546.54,477.63,692.58,605.29,556.63,2,Low Activity,583.0325,90.00524072704509,334.895,-423.28999999999996
3,20.31,49.64,115.69,580.08,449.59,718.16,662.61,600.84,2,Low Activity,607.8000000000001,115.84804904126209,347.885,-464.39000000000004
3,21.17,47.73,112.18,577.79,436.04,712.8,663.83,605.22,2,Low Activity,604.4725000000001,120.59329151463331,344.985,-465.60999999999996
3,20.68,49.03,113.14,582.2,453.86,710.84,673.6499999999999,604.1,2,Low Activity,610.6125,113.47986175969724,347.67,-469.06000000000006
2,19.42,54.38,99.49,578.93,457.35,723.44,679.99,602.85,0,Moderate Activity,615.9075,116.87712133547211,339.21,-479.43999999999994
3,21.22,47.79,115.15,579.78,440.35,720.06,665.27,597.85,2,Low Activity,605.8824999999999,121.14578858411323,347.465,-464.63
3,21.68,47.43,126.31,569.06,458.57,716.53,812.41,600.77,2,Low Activity,647.0699999999999,152.57560661302753,347.68499999999995,-442.74999999999994
2,18.05,53.91,95.31,565.64,484.42,713.03,637.06,587.16,1,Low Activity,605.4175,95.83915218566295,330.475,-470.33
3,22.38,47.42,148.38,570.13,438.7,702.13,654.674,575.89,3,Low Activity,592.8485,115.20154725089415,359.255,-421.75
0,20.57,50.06,115.14,593.2,412.1,636.13,639.0939999999999,607.26,2,Moderate Activity,573.646,108.65035982759863,354.17,-478.06000000000006
3,23.7,46.67,164.73,566.67,436.57,708.0,654.56,576.24,3,Low Activity,593.8425,117.98733953974327,365.7,-401.93999999999994
3,23.21,48.17,163.16,578.93,410.21,699.34,650.83,576.76,3,Low Activity,584.2850000000001,126.523543658878,371.04499999999996,-415.77
3,23.19,47.53,153.91,563.98,411.39,700.74,656.028,581.4,3,Low Activity,587.3895,127.24160436350998,358.945,-410.07000000000005
1,18.85,56.04,114.73,605.13,498.55,746.86,497.31,639.92,1,Moderate Activity,595.66,121.00063663744362,359.93,-490.4
3,22.4,47.74,137.62,573.67,396.83,702.96,646.52,563.61,3,Low Activity,577.48,133.33985575713413,355.645,-436.04999999999995
3,21.66,49.28,134.05,575.47,403.93,701.25,660.61,589.15,3,Low Activity,588.735,131.62915216622798,354.76,-441.42
3,21.5,49.48,130.11,575.69,398.66,717.1,660.81,590.33,3,Low Activity,591.725,138.7655914363019,352.90000000000003,-445.58000000000004
3,22.73,43.45,110.26,592.81,493.74,731.91,688.54,613.92,1,Low Activity,632.0275,104.27765928040385,351.53499999999997,-482.54999999999995
2,21.47,51.75,99.71,568.49,506.57,711.82,633.18,577.76,2,Low Activity,607.3325,86.82039905268041,334.1,-468.78000000000003
0,17.5,53.31,126.71,594.67,499.22,751.49,713.91,650.99,0,Low Activity,653.9024999999999,111.14461851569781,360.69,-467.96
3,21.5,49.14,133.82,578.03,394.9,703.6,657.86,586.95,3,Low Activity,585.8275000000001,136.03138495092475,355.92499999999995,-444.21
2,23.69,50.84,118.08,556.39,358.79,690.83,643.5600000000001,586.63,1,Low Activity,569.9525000000001,147.07954137699326,337.235,-438.31
3,21.5,48.98,124.32,575.27,404.47,720.19,668.62,598.2,3,Low Activity,597.8700000000001,138.28884481403406,349.79499999999996,-450.95
0,21.95,52.14,116.91,577.44,429.59,705.14,669.14,591.57,1,Low Activity,598.86,122.39307415046,347.175,-460.5300000000001
0,20.41,53.21,98.2,609.1,461.21,725.34,662.366,588.62,1,Moderate Activity,609.384,113.48944772092251,353.65000000000003,-510.90000000000003
0,20.29,51.98,112.27,564.7,451.75,717.53,670.06,593.96,1,Moderate Activity,608.325,116.13071098263943,338.485,-452.43000000000006
3,21.91,47.98,124.96,569.41,424.92,712.41,695.914,590.41,2,Low Activity,605.9135,132.21270749187966,347.185,-444.45
3,23.18,45.48,133.75,574.57,433.53,720.82,673.176,598.42,2,Low Activity,606.4865,125.82879631599971,354.16,-440.82000000000005
3,23.5,44.81,132.62,572.57,429.46,721.42,664.62,603.06,2,Low Activity,604.64,126.39316648194766,352.595,-439.95000000000005
3,23.26,44.97,116.26,592.13,421.68,883.79,681.73,615.43,1,Moderate Activity,650.6575,190.60249655150548,354.195,-475.87
2,15.85,42.8,69.02,610.32,602.75,797.03,761.78,714.5,0,Moderate Activity,719.015,84.56382382555792,339.67,-541.3000000000001
3,23.86,44.15,128.42,572.32,418.46,720.75,671.94,608.99,2,Low Activity,605.0350000000001,132.52938403740256,350.37,-443.9000000000001
3,23.47,44.97,125.61,577.07,438.77,722.17,676.11,606.77,2,Low Activity,610.955,124.20297728583913,351.34000000000003,-451.46000000000004
3,22.19,47.59,148.6,574.16,403.61,711.64,669.58,599.39,2,Low Activity,596.055,136.39650300991346,361.38,-425.55999999999995
2,18.01,49.7,90.9,611.15,428.06,753.26,724.26,641.43,1,Low Activity,636.7524999999999,146.9761870451582,351.025,-520.25
3,22.16,47.23,131.0,575.4,439.11,711.19,665.35,598.85,2,Low Activity,603.625,118.97925687558595,353.2,-444.4
3,22.19,46.78,125.77,587.24,432.72,715.81,678.66,614.28,2,Low Activity,610.3675000000001,125.63960134050087,356.505,-461.47
3,22.56,45.88,122.79,574.34,439.66,720.51,672.66,617.85,2,Low Activity,612.67,122.72945612199214,348.565,-451.55
3,22.59,45.49,122.17,575.36,423.93,718.84,678.06,615.68,2,Low Activity,609.1274999999999,130.5495710129553,348.765,-453.19
3,22.8,44.87,117.72,581.71,432.81,712.53,681.66,604.42,2,Low Activity,607.855,125.24187917785328,349.71500000000003,-463.99
3,22.84,44.67,118.35,578.13,440.37,726.63,682.75,618.78,2,Low Activity,617.1324999999999,125.88758804981529,348.24,-459.78
3,22.64,45.11,120.62,582.94,429.58,728.19,680.18,614.52,2,Moderate Activity,613.1175,130.9287848094019,351.78000000000003,-462.32000000000005
2,22.99,51.04,128.93,566.16,399.41,702.92,653.85,574.54,2,Low Activity,582.68,133.13774696406222,347.54499999999996,-437.22999999999996
2,18.43,44.34,64.22,578.93,583.5,783.47,748.4100000000001,693.45,0,Low Activity,702.2075,87.38121322687162,321.575,-514.7099999999999
3,22.19,45.73,119.59,579.78,440.57,721.44,673.75,608.54,2,Moderate Activity,611.075,122.72865747928098,349.685,-460.18999999999994
3,22.54,49.8,132.75,578.42,449.85,707.14,658.61,581.43,2,Low Activity,599.2574999999999,112.25235539473844,355.585,-445.66999999999996
0,20.97,57.51,140.52,558.73,441.82,706.12,654.37,573.95,1,Low Activity,594.065,115.14652882306093,349.625,-418.21000000000004
1,16.79,54.3,121.4,591.52,509.87,762.49,715.03,671.89,0,Moderate Activity,664.82,109.72687364542925,356.46,-470.12
0,22.28,44.82,114.25,578.93,446.02,721.43,682.52,603.68,2,Moderate Activity,613.4124999999999,121.87233412468969,346.59,-464.67999999999995
0,21.86,45.4,113.93,581.24,439.59,716.66,674.86,618.9,2,High Activity,612.5025,122.03401612528643,347.58500000000004,-467.31
0,21.81,45.34,113.48,577.6,438.36,720.26,679.63,617.73,2,High Activity,613.995,124.44785641651954,345.54,-464.12
3,22.11,51.58,123.2,540.48,431.09,644.2,582.1,513.58,4,Moderate Activity,542.7425,91.57759783374975,331.84000000000003,-417.28000000000003
0,21.6,45.84,113.76,584.12,433.79,724.03,690.68,609.92,2,High Activity,614.605,129.71410833058982,348.94,-470.36
2,18.27,52.12,94.91,604.19,491.91,765.55,898.15,672.67,0,Moderate Activity,707.07,170.69335312190685,349.55,-509.2800000000001
0,21.33,46.13,117.21,581.56,446.7,729.45,692.29,607.9,2,Moderate Activity,619.085,125.67298529649615,349.385,-464.34999999999997
0,21.48,45.86,120.42,584.93,458.28,718.94,679.83,620.99,2,Low Activity,619.51,114.77823632262931,352.67499999999995,-464.50999999999993
0,20.69,47.47,113.84,577.92,452.05,725.78,689.07,616.06,2,High Activity,620.74,121.35431457787838,345.88,-464.0799999999999
0,20.53,47.64,115.21,582.13,460.67,723.43,678.0919999999999,609.6,2,Low Activity,617.948,114.81842396874579,348.67,-466.92
0,18.82,53.37,139.11,584.06,479.73,739.43,694.58,614.98,1,High Activity,632.18,113.9198036632203,361.585,-444.94999999999993
2,23.31,54.16,119.92,546.75,469.69,702.43,647.96,576.4,1,Low Activity,599.12,100.54290129094146,333.335,-426.83
0,20.32,47.93,111.11,579.58,452.53,722.69,691.93,621.08,2,Moderate Activity,622.0575,120.76091403402566,345.345,-468.47
0,20.21,48.22,115.01,583.69,457.05,735.36,688.22,614.52,2,Moderate Activity,623.7875,121.77472408098488,349.35,-468.68000000000006
0,20.27,47.96,115.25,584.82,455.01,724.84,694.04,612.34,1,Moderate Activity,621.5575,120.7532189702066,350.035,-469.57000000000005
0,20.25,48.11,117.12,579.56,449.52,729.79,688.26,619.87,1,High Activity,621.86,123.50827313720053,348.34,-462.43999999999994
0,20.18,47.96,116.6,581.0,455.42,728.47,704.03,623.84,1,Moderate Activity,627.94,123.39088215909634,348.8,-464.4
0,19.77,48.87,121.76,583.04,442.53,729.11,680.44,619.09,1,Moderate Activity,617.7925,125.2130484081698,352.4,-461.28
0,19.95,48.45,123.03,578.96,455.05,560.41,681.45,637.97,1,Low Activity,583.72,99.32025708115475,350.995,-455.93000000000006
0,20.03,48.02,203.63,577.71,455.66,735.98,696.72,632.13,1,High Activity,630.1225000000001,123.93846762943832,390.67,-374.08000000000004
1,19.64,58.17,119.75,550.52,464.77,709.56,657.75,589.84,2,Low Activity,605.48,105.8437732383598,335.135,-430.77
0,19.73,48.6,115.77,583.03,464.89,738.55,695.41,633.16,1,Moderate Activity,633.0024999999999,120.1343806951199,349.4,-467.26
0,19.45,49.5,123.72,584.34,465.71,735.46,701.15,627.64,1,Moderate Activity,632.49,119.93902256285624,354.03000000000003,-460.62
0,19.38,49.61,118.87,580.15,472.73,733.09,687.04,615.93,1,Moderate Activity,627.1975,113.69771541973331,349.51,-461.28
0,19.21,49.72,120.03,578.93,468.4,735.03,696.37,632.27,1,High Activity,633.0174999999999,117.64291942852603,349.47999999999996,-458.9
2,18.8,54.31,91.4,607.92,520.1,762.05,725.01,654.05,1,Low Activity,665.3025,106.66997246179449,349.65999999999997,-516.52
0,19.1,49.86,122.63,578.25,466.49,737.62,700.55,638.45,1,Low Activity,635.7775,120.0455073086869,350.44,-455.62
0,19.04,49.91,123.29,576.85,469.74,740.53,696.54,621.89,1,Moderate Activity,632.175,118.84803980994664,350.07,-453.56
2,18.43,48.83,88.35,609.22,462.97,762.49,710.22,645.32,0,Low Activity,645.25,130.62965691858287,348.785,-520.87
0,19.42,48.75,116.65,586.99,457.52,731.57,695.05,636.85,1,High Activity,630.2475000000001,121.57850039514938,351.82,-470.34000000000003
3,23.05,46.91,160.94,573.84,426.02,713.59,663.316,577.55,2,Low Activity,595.119,125.94886556588487,367.39,-412.90000000000003
0,19.07,49.53,122.44,577.49,478.02,741.0,697.842,624.63,1,Low Activity,635.373,115.37593300164467,349.96500000000003,-455.05
0,18.83,50.02,121.42,578.58,482.26,734.73,697.16,627.28,1,Low Activity,635.3575000000001,111.35309197173947,350.0,-457.16
0,19.3,48.83,122.42,579.87,477.71,743.22,705.28,644.91,1,Moderate Activity,642.78,117.25625129035411,351.145,-457.45
3,23.79,51.58,119.86,562.49,466.95,706.73,631.82,571.35,2,Moderate Activity,594.2125,101.31296342686525,341.175,-442.63
0,18.95,49.44,125.84,582.79,480.44,731.98,700.28,640.5,1,Low Activity,638.3,111.86611402326743,354.315,-456.94999999999993
0,18.61,50.29,124.46,584.11,482.88,740.09,697.12,633.85,1,Moderate Activity,638.485,112.54042014612646,354.285,-459.65000000000003
0,18.64,50.16,126.03,582.96,483.46,743.8,696.23,642.58,1,Moderate Activity,641.5175,113.19374198691375,354.495,-456.93000000000006
2,19.3,46.45,82.89,600.85,527.69,751.78,718.06,664.31,0,Low Activity,665.46,98.65731566048878,341.87,-517.96
0,18.51,50.4,123.55,579.79,485.29,739.66,706.99,645.95,1,High Activity,644.4725000000001,113.0049398256554,351.66999999999996,-456.23999999999995
0,18.5,50.33,123.89,577.03,489.91,612.99,698.72,643.82,1,High Activity,611.36,88.38963099066919,350.46,-453.14
1,17.87,54.81,117.06,593.23,515.93,584.56,695.27,631.39,1,Moderate Activity,606.7874999999999,75.68263313557038,355.145,-476.17
0,18.39,50.49,124.19,585.82,494.56,748.96,712.41,636.66,1,Low Activity,648.1474999999999,112.5668865978505,355.005,-461.63000000000005
0,17.5,48.63,114.65,578.93,486.75,734.97,697.31,625.39,2,Moderate Activity,636.105,109.456334520514,346.78999999999996,-464.28
0,18.26,50.82,125.74,580.64,480.8,752.28,706.58,642.24,1,Low Activity,645.4749999999999,118.7005334163808,353.19,-454.9
0,18.25,50.76,128.54,573.72,500.97,893.65,696.59,638.29,1,High Activity,682.375,162.98308000116657,351.13,-445.18000000000006
0,18.35,50.53,128.76,572.72,491.29,747.08,701.15,643.92,1,Low Activity,645.86,111.35247490139888,350.74,-443.96000000000004
2,17.93,44.31,67.81,630.07,593.53,797.78,756.03,694.22,0,Moderate Activity,710.3900000000001,88.76513992929131,348.94000000000005,-562.26
1,16.41,55.48,71.18,614.37,600.52,775.58,753.84,694.84,1,Moderate Activity,706.195,78.27401846504797,342.775,-543.19
3,20.49,43.89,93.49,594.92,526.04,750.02,704.82,636.21,1,High Activity,654.2725,97.45505198979342,344.205,-501.42999999999995
1,18.02,51.16,131.36,576.79,497.22,747.05,705.6,650.78,1,High Activity,650.1624999999999,109.3195524978644,354.075,-445.42999999999995
1,17.97,51.25,126.12,583.0,496.21,743.88,706.56,647.42,1,Low Activity,648.5174999999999,109.02861593025321,354.56,-456.88
1,17.89,51.43,119.14,584.32,494.82,739.44,709.49,651.92,1,Low Activity,648.9175,108.96238689719189,351.73,-465.18000000000006
1,17.19,42.49,66.74,629.06,578.12,792.89,773.92,705.56,0,Moderate Activity,712.6225,97.19577575697411,347.9,-562.3199999999999
1,17.84,51.54,126.71,576.68,499.62,750.97,706.5739999999998,636.96,1,Low Activity,648.531,109.80454230434488,351.695,-449.96999999999997
1,17.88,51.36,128.96,584.46,490.03,750.27,707.74,635.99,1,Moderate Activity,646.0074999999999,114.17953884854617,356.71000000000004,-455.5
1,17.86,51.39,124.86,578.93,504.93,746.98,705.632,648.9,1,Low Activity,651.6105,105.72949743409671,351.895,-454.06999999999994
1,17.75,51.65,123.95,583.15,499.4,748.96,708.24,650.42,1,Moderate Activity,651.755,109.32092739574922,353.55,-459.2
1,17.79,51.51,128.03,583.84,486.48,749.65,702.88,633.17,1,High Activity,643.0450000000001,114.8259089520595,355.935,-455.81000000000006
1,17.73,51.57,129.34,573.27,478.61,741.34,832.71,641.36,1,Moderate Activity,673.505,151.61923943440246,351.305,-443.92999999999995
1,17.7,51.66,128.0,578.93,490.23,755.32,708.51,644.38,1,Low Activity,649.61,115.57559056017553,353.465,-450.92999999999995
1,17.68,51.62,128.23,578.86,488.54,741.81,705.15,651.96,1,Moderate Activity,646.865,111.81004561308433,353.545,-450.63
1,17.71,51.61,125.33,578.93,490.16,740.0,711.02,648.02,1,Low Activity,647.3,111.57512626029153,352.13,-453.59999999999997
1,17.61,51.82,124.98,585.35,488.44,745.29,704.08,655.04,1,Moderate Activity,648.2125,112.7224986046116,355.165,-460.37
1,17.53,52.09,127.05,579.77,498.84,740.41,704.41,658.91,1,Moderate Activity,650.6424999999999,106.55436589678843,353.40999999999997,-452.71999999999997
1,17.51,52.11,122.04,578.64,490.88,751.75,707.892,648.7,1,Moderate Activity,649.8055,114.05445956939461,350.34,-456.59999999999997
1,17.58,51.99,125.82,580.16,479.86,741.83,701.81,640.79,1,Moderate Activity,641.0725,115.22538446453541,352.99,-454.34
3,24.61,50.78,108.99,549.36,481.63,709.89,669.56,590.22,1,Low Activity,612.825,100.60415581210681,329.175,-440.37
0,19.97,56.11,124.64,562.5,361.69,699.87,517.34,554.05,2,Moderate Activity,533.2375,138.90143444783666,343.57,-437.86
1,17.45,52.2,128.26,580.4,501.3,748.44,710.96,656.26,1,Moderate Activity,654.24,108.75894200784903,354.33,-452.14
1,17.54,51.8,127.47,584.78,490.78,749.07,705.89,647.09,1,Moderate Activity,648.2075,112.96781440599209,356.125,-457.30999999999995
1,17.51,51.75,121.38,577.96,477.21,734.51,683.39,619.67,1,High Activity,628.695,111.38149621907583,349.67,-456.58000000000004
1,18.91,57.66,146.61,564.75,439.27,727.06,689.632,610.47,1,Low Activity,616.608,127.82617124830108,355.68,-418.14
1,17.36,52.52,124.24,583.24,467.48,726.62,686.0620000000001,596.18,1,Moderate Activity,619.0855,114.83090438118131,353.74,-459.0
0,19.48,53.0,129.35,589.14,437.19,727.59,700.53,609.62,1,Moderate Activity,618.7325,131.12526234482812,359.245,-459.78999999999996
1,17.26,52.85,121.2,578.93,477.84,715.99,665.33,593.77,2,Moderate Activity,613.2325,103.25239508925046,350.065,-457.72999999999996
2,18.12,48.85,93.17,612.03,489.97,761.61,713.75,655.67,0,Low Activity,655.25,118.39531860114515,352.59999999999997,-518.86
3,21.62,44.04,93.11,596.42,502.21,741.8,903.32,630.43,1,High Activity,694.4399999999999,170.21895409540426,344.765,-503.30999999999995
1,17.3,52.63,122.04,583.46,460.12,712.56,659.49,588.81,2,Low Activity,605.2449999999999,109.22515598523994,352.75,-461.42
2,18.38,52.77,113.09,594.67,433.7,727.04,678.592,598.26,1,High Activity,609.3979999999999,128.6096057169396,353.88,-481.5799999999999
1,19.02,49.1,16.14,578.54,470.57,711.92,651.82,600.69,2,Low Activity,608.75,102.72576729655839,297.34,-562.4
1,18.01,51.83,125.35,577.53,465.16,713.21,655.45,594.59,3,Low Activity,607.1025000000001,106.30227071108752,351.44,-452.17999999999995
1,17.9,52.0,125.21,580.26,476.39,623.52,662.83,583.68,3,High Activity,586.6049999999999,80.26802954269321,352.735,-455.05
0,19.22,55.27,107.61,604.82,484.71,739.48,706.94,617.47,1,High Activity,637.1500000000001,113.96977523302691,356.21500000000003,-497.21000000000004
1,18.66,49.74,128.87,575.8,475.43,716.56,688.876,589.09,2,Low Activity,617.489,109.38986773920148,352.335,-446.92999999999995
1,18.08,51.2,122.08,582.06,469.34,714.3,661.63,590.13,2,Low Activity,608.85,106.01715175699951,352.07,-459.97999999999996
1,17.74,52.01,124.63,578.03,470.13,715.42,654.7,600.08,2,Moderate Activity,610.0825,104.52027311324184,351.33,-453.4
1,17.55,52.5,198.42,579.56,468.76,717.52,665.95,606.25,2,Low Activity,614.62,107.34426766250725,388.98999999999995,-381.14
1,17.45,52.84,120.76,577.54,460.68,713.97,664.914,598.86,2,Low Activity,609.606,109.91701316902675,349.15,-456.78
3,22.16,45.51,111.5,589.59,446.15,741.81,705.68,641.15,1,Low Activity,633.6975,131.78188731764314,350.545,-478.09000000000003
1,17.22,53.26,128.06,578.24,496.37,723.28,644.1220000000001,591.05,2,High Activity,613.7055,95.24114265554216,353.15,-450.18
0,20.17,53.12,96.12,604.3,470.67,740.58,696.75,603.45,1,Moderate Activity,627.8625,119.38198450771372,350.21,-508.17999999999995
2,17.58,47.21,78.19,602.62,532.94,760.18,723.34,663.23,0,Low Activity,669.9225,99.68089164094253,340.405,-524.4300000000001
2,19.13,52.64,103.13,582.26,427.26,720.13,661.32,596.94,2,Moderate Activity,601.4125,126.53306534262103,342.695,-479.13
3,24.44,49.49,111.74,540.62,391.71,723.14,703.904,576.09,2,Low Activity,598.711,152.65349317108118,326.18,-428.88
1,16.8,54.02,113.24,581.87,497.89,736.12,674.31,607.24,2,Low Activity,628.89,101.9656344068922,347.555,-468.63
1,16.89,53.86,119.02,575.71,488.45,566.14,679.39,610.32,2,High Activity,586.075,80.04905600109639,347.365,-456.69000000000005
3,21.95,47.46,110.02,589.99,484.9,728.67,682.91,599.3,1,Moderate Activity,623.9449999999999,107.05930583871103,350.005,-479.97
0,18.72,51.77,127.55,591.31,483.29,739.63,678.0,613.81,1,Moderate Activity,628.6825,109.69918546491886,359.42999999999995,-463.75999999999993
1,16.96,53.65,122.62,581.52,500.54,732.54,672.5,599.75,2,Low Activity,626.3325,99.90304212084833,352.07,-458.9
1,17.2,53.04,122.78,581.29,488.56,732.77,686.36,618.11,2,Low Activity,631.45,106.26438443806089,352.03499999999997,-458.51
0,18.55,51.96,120.87,592.41,480.87,735.06,680.29,612.35,1,Moderate Activity,627.1424999999999,109.67422346051355,356.64,-471.53999999999996
1,17.09,53.32,119.63,580.54,490.14,734.83,682.2620000000001,606.64,2,Low Activity,628.468,106.17244879283265,350.085,-460.90999999999997
1,16.96,53.58,112.59,581.08,505.99,736.98,678.56,611.2,2,Moderate Activity,633.1825,99.15341795251773,346.83500000000004,-468.49
0,18.22,52.38,125.37,593.12,483.89,734.73,717.884,619.48,1,Low Activity,638.996,115.22016720464639,359.245,-467.75
2,17.37,52.79,13.21,585.73,492.22,726.47,678.912,616.56,2,Low Activity,628.5405000000001,101.41381576327096,299.47,-572.52
2,19.07,49.18,116.63,578.93,490.56,736.67,667.91,600.9,2,Moderate Activity,624.01,104.82121318384618,347.78,-462.29999999999995
3,23.29,52.33,116.48,559.51,488.68,694.38,631.102,568.57,2,Low Activity,595.683,87.90214284077493,337.995,-443.03
2,19.27,49.09,118.09,580.93,487.81,727.58,683.17,609.07,2,Moderate Activity,626.9075,104.82797348513421,349.51,-462.8399999999999
2,18.97,49.85,122.83,576.43,471.78,725.26,677.14,602.91,2,High Activity,619.2724999999999,110.459293671168,349.63,-453.59999999999997
0,19.17,51.46,125.99,588.42,477.23,729.57,670.47,583.03,1,Low Activity,615.075,109.85723629632538,357.205,-462.42999999999995
2,17.12,45.7,57.67,570.13,593.97,793.49,751.89,722.53,0,Moderate Activity,715.47,86.07289623723989,313.9,-512.46
0,17.6,48.59,112.08,580.13,512.27,734.26,696.92,630.69,2,Low Activity,643.535,97.42771354530838,346.105,-468.05
2,18.94,49.98,124.97,580.03,486.13,733.55,682.37,617.3,2,Low Activity,629.8374999999999,106.96569648723836,352.5,-455.05999999999995
2,18.62,50.79,124.85,578.82,479.65,724.18,675.21,614.69,2,Moderate Activity,623.4325,105.79982179411583,351.83500000000004,-453.97
0,19.97,53.85,103.85,546.15,486.67,733.4,694.552,609.36,1,Moderate Activity,630.9955,109.27649201757286,325.0,-442.29999999999995
2,18.34,51.52,127.4,575.97,485.16,730.76,676.4399999999999,602.34,2,Low Activity,623.6750000000001,106.29037256496939,351.685,-448.57000000000005
3,22.44,45.6,80.26,562.59,531.04,750.62,717.74,653.82,1,Low Activity,663.305,96.90385940026677,321.425,-482.33000000000004
2,19.17,49.73,129.96,577.51,472.22,736.66,840.36,616.77,2,High Activity,666.5025,158.50080596535358,353.735,-447.54999999999995
2,18.9,50.48,126.24,580.23,479.73,730.05,684.578,608.55,2,Moderate Activity,625.727,109.47892014447346,353.235,-453.99
2,18.33,51.86,123.31,578.93,479.11,730.14,676.13,612.62,2,High Activity,624.5,108.17401567227994,351.12,-455.61999999999995
2,21.21,53.36,96.49,579.98,478.38,726.14,680.9639999999999,606.39,1,Moderate Activity,622.9685,108.30284303285855,338.235,-483.49
2,18.84,50.7,129.19,576.95,477.64,736.09,666.08,615.87,2,Low Activity,623.92,109.2736860669881,353.07000000000005,-447.76000000000005
2,18.61,51.28,125.02,576.88,478.61,727.32,672.13,612.03,2,Moderate Activity,622.5225,106.87113778596478,350.95,-451.86
1,18.6,48.39,84.58,620.5,537.84,787.26,739.32,690.89,2,Moderate Activity,688.8275,108.07393869476581,352.54,-535.92
0,19.86,49.37,113.91,589.55,434.28,736.98,691.67,620.99,1,Moderate Activity,620.98,133.30412121661257,351.72999999999996,-475.64
0,19.67,57.34,113.48,598.52,461.69,730.0,681.02,614.07,2,Low Activity,621.695,116.7749535074481,356.0,-485.03999999999996
2,19.93,50.39,142.74,576.69,463.53,723.39,677.8599999999999,608.51,2,Low Activity,618.3225,113.49140448362891,359.71500000000003,-433.95000000000005
3,24.94,47.73,121.9,568.68,395.42,701.56,646.19,588.12,2,Low Activity,582.8225,133.24387975313036,345.28999999999996,-446.78
2,19.91,50.56,129.86,578.93,471.38,716.19,662.71,603.48,2,Low Activity,613.44,105.30169450994923,354.395,-449.06999999999994
3,23.43,49.86,138.04,570.3,449.15,705.59,646.19,586.27,2,Low Activity,596.8,109.82719699600825,354.16999999999996,-432.26
2,20.2,50.02,129.91,579.16,459.12,720.01,672.14,603.06,2,Low Activity,613.5825,113.61511119418343,354.53499999999997,-449.25
2,20.47,49.48,127.91,577.36,481.14,714.52,676.872,602.6,2,Low Activity,618.7829999999999,102.87110061949694,352.635,-449.45000000000005
2,20.52,49.54,120.37,574.33,481.72,724.34,663.79,599.85,2,Moderate Activity,617.425,103.77099482353759,347.35,-453.96000000000004
3,23.12,55.04,131.59,544.2,414.49,692.18,645.36,570.88,2,Low Activity,580.7275000000001,121.56054660812718,337.89500000000004,-412.61
2,20.76,49.22,121.75,579.25,477.05,725.68,676.52,614.18,2,Low Activity,623.3575,107.682026471459,350.5,-457.5
2,20.71,49.4,124.54,574.77,481.52,719.34,877.06,602.29,2,Moderate Activity,670.0525,168.73808370272155,349.655,-450.22999999999996
2,20.85,49.21,124.3,579.81,475.75,716.66,512.5,606.6,2,Moderate Activity,577.8774999999999,107.68752337976143,352.05499999999995,-455.50999999999993
2,20.88,49.19,128.32,569.32,482.38,723.92,682.22,613.14,2,Moderate Activity,625.415,105.7350933544141,348.82000000000005,-441.00000000000006
2,21.29,48.48,126.4,578.25,471.48,724.21,676.34,590.39,2,Moderate Activity,615.605,110.89273811511134,352.325,-451.85
1,19.21,52.88,110.16,553.37,479.89,724.02,610.5360000000001,618.24,1,Moderate Activity,608.1714999999999,99.97330268126588,331.765,-443.21000000000004
2,21.92,47.39,126.31,581.42,487.83,722.77,663.47,594.32,2,Low Activity,617.0975,100.9058754070677,353.865,-455.10999999999996
2,21.89,47.48,126.86,581.15,469.89,724.96,727.1780000000001,596.86,2,Low Activity,629.722,122.73837738322386,354.005,-454.28999999999996
2,21.48,48.55,128.28,573.79,477.61,715.89,530.45,596.2,2,Low Activity,580.0375,102.7414896313396,351.03499999999997,-445.51
1,15.99,45.22,65.39,620.15,605.79,793.45,762.08,722.98,0,Moderate Activity,721.075,82.08493751393536,342.77,-554.76
2,21.31,49.32,128.16,580.25,473.8,717.73,668.53,599.65,2,Moderate Activity,614.9275,105.81738243313336,354.205,-452.09000000000003
2,20.87,50.51,122.94,578.43,475.39,721.38,671.47,595.28,2,High Activity,615.88,107.05496750112378,350.68499999999995,-455.48999999999995
