Time of Day,Temperature,Humidity,CO2_InfraredSensor,CO2_ElectroChemicalSensor,MetalOxideSensor_Unit1,MetalOxideSensor_Unit2,MetalOxideSensor_Unit3,MetalOxideSensor_Unit4,CO_GasSensor,Session ID,HVAC Operation Mode,Ambient Light Level,Activity Level
afternoon,21.32,45.89,88.08,593.58,524.21,753.54,470.27,657.04,extremely low,1826,off,very_bright,LowActivity
afternoon,21.26,46.28,88.61,587.97,531.55,745.86,,651.02,extremely low,1826,off,,Moderate Activity
morning,18.87,52.23,70.6,559.87,554.46,751.54,,661.99,low,3592,COOLING_ACTIVE,very_dim,High Activity
morning,15.52,42.22,68.49,614.27,569.94,783.7,,680.75,low,8052,maintenance_mode,very_bright,Low Activity
evening,23.96,47.3,130.76,582.97,394.04,719.88,,575.61,low,9658,maintenance_mode,bright,Low Activity
afternoon,21.9,167.32,84.25,,507.3,747.13,,641.12,extremely low,1826,off,bright,Moderate Activity
morning,19.46,54.56,111.13,555.79,490.52,710.67,663.05,591.89,medium,7058,eco_mode,,Low Activity
morning,19.52,56.93,113.33,595.28,468.93,728.96,688.61,622.04,medium,7241,heating_active,,Moderate Activity
afternoon,20.94,55.37,109.3,556.39,497.29,728.42,691.51,623.87,low,3592,eco_mode,,High Activity
afternoon,21.98,46.41,87.33,585.16,499.31,745.57,,648.66,extremely low,1826,cooling_active,,High Activity
afternoon,22.01,46.55,91.62,,511.82,744.08,,641.59,extremely low,1826,heating_active,,Moderate Activity
afternoon,22.01,46.74,90.44,592.31,512.38,737.43,705.91,642.74,low,1826,ventilation_only,moderate,Low Activity
morning,19.99,58.42,127.92,549.19,481.79,695.95,618.88,541.3,medium,8936,off,very_bright,Low Activity
night,20.69,56.09,108.35,603.15,440.92,732.74,677.19,607.84,high,7241,off,very_bright,Moderate Activity
afternoon,22.57,46.33,97.07,587.94,504.71,746.44,704.61,642.89,low,1826,off,very_bright,Low Activity
afternoon,22.67,46.16,95.13,588.1,503.65,857.52,708.04,629.32,low,1826,eco_mode,moderate,High Activity
afternoon,22.72,46.38,96.11,591.16,500.44,737.67,696.15,632.26,low,1826,off,very_bright,Low Activity
afternoon,293.23,47.36,92.78,599.13,511.49,875.07,707.42,647.84,extremely low,3418,heating_active,very_bright,Moderate Activity
afternoon,22.59,47.13,98.65,585.95,494.41,739.81,,635.85,low,1826,ventilation_only,,High Activity
afternoon,19.88,46.56,92.83,597.82,447.67,723.09,681.31,605.25,medium,6431,maintenance_mode,bright,Moderate Activity
afternoon,22.38,48.05,97.4,587.52,495.02,731.57,700.62,639.95,low,1826,cooling_active,very_bright,Moderate Activity
afternoon,22.36,48.24,101.58,588.77,502.99,739.25,700.95,624.49,,1826,off,,High Activity
night,22.11,56.47,130.18,550.78,444.72,696.95,,598.26,medium,8936,eco_mode,moderate,Moderate Activity
afternoon,22.46,48.26,101.02,582.23,492.67,587.58,697.75,631.36,low,1826,maintenance_mode,very_bright,Low Activity
night,20.02,55.67,105.76,603.59,432.69,715.56,650.65,573.91,low,3856,Cooling_active,very_bright,Low Activity
afternoon,22.73,47.98,100.18,587.31,491.59,732.45,,628.7,low,1826,maintenance_mode,dim,Moderate Activity
afternoon,23.3,46.83,101.51,582.61,494.01,739.5,562.64,631.22,low,1826,heating_active,very_bright,Moderate Activity
afternoon,23.08,47.36,103.35,584.73,492.56,731.23,689.4,620.9,low,1826,off,bright,Moderate Activity
afternoon,23.05,-31.42,101.62,584.35,482.75,736.66,695.68,630.82,low,1826,cooling_active,very_bright,Moderate Activity
afternoon,23.09,47.65,100.99,,477.73,731.63,504.24,632.01,low,1826,Eco_Mode,,Low Activity
afternoon,23.09,47.73,104.3,587.63,478.29,735.79,693.17,624.5,low,1826,off,,High Activity
morning,19.38,54.38,123.46,,497.29,742.36,897.08,632.48,low,1826,ventilation_only,bright,Moderate Activity
afternoon,23.55,47.01,94.5,580.2,468.82,735.33,,619.93,low,1826,ventilation_only,,Moderate Activity
morning,17.79,55.07,127.08,585.29,477.88,743.26,696.32,643.76,low,9658,maintenance_mode,very_bright,Moderate Activity
night,20.32,47.93,111.11,579.58,452.53,722.69,691.93,621.08,medium,6431,ventilation_only,very_bright,Moderate Activity
afternoon,23.14,48.27,103.1,582.46,497.02,733.2,703.42,625.6,low,1826,off,dim,Low Activity
night,19.21,51.42,121.77,587.83,479.61,723.99,658.56,593.72,low,1374,eco_mode,bright,Low Activity
afternoon,22.93,49.09,103.16,577.33,480.07,731.2,701.9,631.74,low,1826,maintenance_mode,bright,Moderate Activity
afternoon,296.09,49.16,105.48,,470.43,725.99,692.22,621.92,low,1826,cooling_active,moderate,Moderate Activity
afternoon,22.91,49.46,112.44,589.31,484.94,737.4,690.5,624.19,,1826,off,very_bright,Low Activity
evening,22.51,45.54,121.27,587.21,417.87,736.86,692.09,624.82,low,5820,off,dim,High Activity
evening,23.16,49.01,106.9,579.41,482.27,730.43,686.33,622.0,low,1826,eco_mode,dim,Moderate Activity
evening,23.12,49.34,109.7,580.47,474.46,736.21,696.56,625.06,,1826,eco_mode,bright,Moderate Activity
evening,23.32,124.48,109.65,,483.27,726.26,674.25,628.79,low,1826,off,,ModerateActivity
evening,23.5,48.89,109.32,581.79,472.98,867.58,,622.97,low,1826,off,moderate,High Activity
evening,23.73,48.41,105.73,575.63,478.6,730.2,679.08,624.83,low,1826,ventilation_only,moderate,Moderate Activity
evening,295.69,47.71,194.02,560.76,441.54,709.43,,584.18,medium,2847,cooling_active,moderate,Low Activity
evening,23.61,52.98,171.54,539.73,445.52,703.78,,597.58,medium,9385,cooling_active,moderate,Low Activity
evening,24.19,48.04,114.24,578.97,447.07,714.87,671.28,595.41,medium,7395,Ventilation_Only,very_dim,Low Activity
evening,24.01,48.3,109.64,581.67,474.49,727.11,682.72,629.98,low,1826,Maintenance_Mode,bright,Low Activity
evening,24.05,48.3,105.68,583.11,472.27,727.63,686.39,631.47,low,1826,heating_active,,Low Activity
evening,24.31,47.71,114.12,581.55,474.46,732.87,690.64,629.34,,1826,ventilation_only,bright,High Activity
evening,23.89,48.66,109.31,579.71,478.79,734.11,525.25,613.94,low,1826,ventilation_only,moderate,Low Activity
afternoon,21.82,49.98,129.54,582.7,475.0,717.79,,619.23,,9184,heating_active,dim,Low Activity
evening,23.69,182.98,107.56,579.75,470.63,730.15,,600.76,low,1826,maintenance_mode,,Low Activity
morning,16.84,45.23,78.51,607.48,479.31,776.08,,657.03,extremely low,3418,cooling_active,,ModerateActivity
afternoon,20.72,49.41,97.18,516.13,568.89,797.53,742.13,696.95,medium,4703,maintenance_mode,very_bright,Moderate Activity
evening,23.67,49.92,112.48,577.45,462.74,723.02,681.96,601.74,low,1826,HEATING_ACTIVE,bright,High Activity
morning,17.05,53.43,120.56,586.75,493.94,731.72,675.42,601.77,medium,9184,eco_mode,bright,High Activity
afternoon,18.1,53.82,110.04,560.24,494.7,704.56,642.64,564.68,low,7058,heating_active,moderate,Low Activity
evening,23.21,51.43,7.42,573.44,430.71,721.59,680.64,600.7,low,1826,off,very_bright,Low Activity
evening,23.33,51.26,114.0,580.2,408.31,716.19,676.5,605.42,low,1826,eco_mode,,Low Activity
afternoon,20.03,49.59,103.92,594.74,501.58,747.55,701.63,643.81,,9658,COOLING_ACTIVE,,Low Activity
evening,23.49,50.59,109.56,580.68,413.26,720.54,673.42,603.03,,1826,maintenance_mode,very_bright,Low Activity
evening,23.68,50.16,112.5,580.24,449.05,714.22,678.74,589.71,low,1826,ECO_MODE,very_bright,High Activity
evening,24.17,48.91,117.48,576.35,436.16,722.32,663.5,607.35,,1826,heating_active,bright,LowActivity
afternoon,20.1,45.3,100.1,587.92,489.98,883.56,552.98,613.12,,2679,maintenance_mode,moderate,Low Activity
evening,23.87,49.7,109.08,573.45,436.05,719.3,,607.04,,1826,cooling_active,moderate,Low_Activity
evening,24.05,-3.67,113.41,574.23,428.59,721.55,665.95,604.71,low,1826,off,,Low Activity
evening,24.36,48.81,111.81,577.01,412.11,714.97,676.47,599.59,,1826,maintenance_mode,very_dim,Low Activity
afternoon,17.93,48.62,87.89,609.31,476.51,763.5,711.19,646.88,extremely low,3418,eco_mode,very_bright,Moderate Activity
night,22.85,50.62,116.97,572.25,429.06,704.46,669.55,587.15,low,4507,off,dim,Low Activity
evening,24.13,49.63,114.82,573.89,418.53,716.93,671.93,613.37,medium,1826,ventilation_only,very_bright,Low Activity
evening,24.67,48.1,114.83,576.14,450.22,727.9,,614.47,medium,1826,cooling_active,dim,Low Activity
evening,24.67,48.32,115.24,577.54,451.68,719.95,684.11,612.93,medium,1826,cooling_active,bright,LowActivity
evening,23.77,49.62,121.89,572.39,428.4,709.64,,581.72,low,4507,off,,Low Activity
evening,298.53,47.48,148.2,567.74,450.76,715.92,676.12,595.02,medium,1826,cooling_active,very_bright,Low Activity
evening,22.45,48.09,111.15,590.98,462.06,731.23,683.12,617.44,low,9658,cooling_active,bright,Low Activity
evening,23.59,49.1,143.29,573.4,403.63,696.13,636.13,561.05,,9184,cooling_active,,Low Activity
night,18.62,53.69,131.9,586.2,484.95,743.6,692.16,623.14,,7963,off,,Moderate Activity
evening,25.57,47.44,128.85,563.09,444.5,722.91,677.88,601.54,medium,1826,cooling_active,very_bright,Low Activity
evening,25.57,47.59,126.14,566.49,450.36,720.27,672.68,596.97,medium,1826,off,bright,Low Activity
afternoon,17.84,54.47,108.51,597.25,508.71,753.62,712.08,653.72,low,9658,cooling_active,very_bright,Moderate Activity
morning,19.14,55.72,111.23,597.85,486.36,734.86,677.13,613.72,low,3856,heating_active,very_bright,High Activity
evening,25.79,46.6,129.87,572.22,445.92,715.96,,608.86,,1826,maintenance_mode,very_dim,Moderate Activity
morning,19.48,56.81,115.07,596.76,473.4,743.57,684.75,619.4,medium,7241,cooling_active,very_bright,Moderate Activity
evening,25.89,-45.82,123.66,566.73,448.65,721.88,674.7,608.0,medium,1826,ventilation_only,,Low Activity
evening,22.38,47.99,114.05,584.14,496.17,742.55,689.7,618.31,low,4129,ventilation_only,very_bright,High Activity
evening,25.2,47.56,121.31,567.44,436.81,724.49,672.4,601.68,medium,1826,off,very_bright,Low Activity
evening,25.01,48.06,119.95,,443.92,722.03,674.18,610.52,medium,1826,heating_active,,Low_Activity
evening,25.04,47.96,118.77,570.58,442.56,717.56,513.75,610.19,medium,1826,eco_mode,,Low Activity
morning,16.94,54.14,121.45,594.16,493.2,760.93,,665.09,extremely low,5820,heating_active,very_dim,Low Activity
afternoon,17.91,42.09,62.24,,529.43,788.8,,685.17,,2105,cooling_active,,Moderate Activity
evening,24.2,50.08,122.12,573.36,405.38,710.27,,590.34,medium,1826,maintenance_mode,dim,Low Activity
evening,23.93,50.38,120.6,577.58,405.88,711.4,663.88,592.88,medium,1826,off,,Low Activity
evening,24.78,48.22,125.06,,402.4,718.9,644.58,585.06,medium,1826,eco_mode,dim,Low Activity
morning,19.98,-13.66,108.71,554.71,502.7,730.51,,613.87,low,1458,Maintenance_mode,dim,ModerateActivity
evening,25.01,47.3,121.68,,412.8,708.16,,591.73,medium,1826,eco_mode,very_bright,Low Activity
evening,24.19,48.95,124.23,568.91,408.88,705.9,658.44,585.65,medium,1826,heating_active,very_dim,Low Activity
evening,23.89,49.96,123.2,569.36,410.03,837.03,664.0,580.72,medium,1826,eco_mode,very_bright,Low Activity
evening,22.81,46.91,108.8,600.02,458.13,730.07,,610.29,high,8374,eco_mode,,Low Activity
evening,23.82,49.74,117.61,573.41,413.22,713.96,672.22,588.76,medium,1826,maintenance_mode,,Low Activity
night,18.38,114.38,123.71,593.14,483.3,733.75,677.62,626.03,low,1374,cooling_active,very_bright,Moderate Activity
evening,24.54,53.32,124.81,547.37,470.54,704.3,659.04,574.87,medium,8936,eco_mode,bright,Low Activity
night,21.98,56.81,133.56,545.08,447.06,706.26,650.26,588.24,low,8936,heating_active,bright,Low Activity
evening,23.07,49.96,104.92,574.71,424.39,696.73,652.71,579.42,medium,6528,maintenance_mode,moderate,Low Activity
evening,23.93,102.34,121.23,573.85,424.52,720.49,,599.5,,1826,eco_mode,very_bright,Low Activity
evening,23.67,49.49,119.12,571.33,412.96,716.7,655.98,590.2,medium,1826,cooling_active,bright,Low Activity
evening,23.51,49.67,115.2,575.8,423.09,622.42,661.02,596.35,medium,1826,OFF,very_bright,Low Activity
evening,23.73,48.96,117.69,572.9,402.68,703.54,,600.54,,1826,off,,Low Activity
evening,23.55,49.22,118.63,574.15,406.47,717.52,683.44,582.92,,1826,cooling_active,moderate,LowActivity
morning,18.42,46.78,81.68,559.6,548.73,770.69,724.81,687.67,low,9241,eco_mode,bright,Moderate Activity
evening,23.12,48.58,111.89,572.92,424.23,725.55,668.27,600.75,,1826,eco_mode,very_bright,Low Activity
night,23.18,150.6,118.81,576.4,424.8,710.25,674.21,595.4,medium,1826,off,very_bright,Low Activity
evening,21.91,45.69,122.65,571.21,475.71,708.99,669.86,583.56,medium,2679,cooling_active,bright,Low Activity
night,20.91,53.41,96.21,545.55,464.14,733.08,,596.49,low,4703,ventilation_only,bright,High Activity
night,22.91,49.41,121.6,573.54,425.4,725.49,,596.91,medium,1826,off,very_bright,Low Activity
morning,289.41,44.23,68.9,613.17,595.12,793.19,,692.52,extremely low,1374,ventilation_only,moderate,Moderate Activity
night,23.05,49.34,125.39,570.04,424.39,717.86,,601.23,medium,1826,off,very_bright,Low Activity
evening,23.6,42.75,83.96,611.23,462.21,735.51,703.12,624.74,,5693,off,moderate,Moderate Activity
night,23.0,49.16,118.98,571.73,411.13,715.43,,598.16,,1826,eco_mode,,Low Activity
night,22.85,49.59,122.86,574.42,399.51,717.0,,593.57,medium,1826,eco_mode,moderate,Moderate Activity
night,22.65,50.04,124.59,576.4,417.29,718.63,674.31,587.12,medium,1826,off,dim,Low Activity
night,22.52,50.3,122.81,577.43,416.39,708.72,666.44,593.59,medium,1826,heating_active,very_bright,Low Activity
afternoon,18.76,52.76,107.41,557.65,469.59,686.89,587.45,528.4,medium,7058,off,very_bright,Low Activity
night,22.48,50.16,121.67,575.63,415.93,709.48,664.17,588.7,medium,1826,cooling_active,very_bright,Low Activity
night,22.38,50.63,122.21,572.87,408.01,715.34,675.86,583.38,medium,1826,heating_active,very_bright,Moderate Activity
night,22.21,50.86,126.43,568.12,418.2,710.01,678.68,584.52,medium,1826,cooling_active,,Low Activity
night,21.84,51.23,105.24,555.72,471.84,741.94,,644.89,low,9241,off,very_bright,High Activity
night,22.2,50.97,122.17,570.08,404.58,721.3,666.66,596.53,medium,1826,COOLING_ACTIVE,very_bright,Low Activity
night,22.19,50.75,123.84,572.29,419.94,707.67,665.68,595.27,medium,1826,heating_active,,Low Activity
night,295.18,51.27,128.13,572.57,418.34,710.27,,587.07,medium,1826,off,bright,Low Activity
night,22.08,51.24,127.18,569.42,401.71,712.04,,590.1,medium,1826,maintenance_mode,very_bright,Low Activity
evening,23.33,52.49,131.59,558.38,418.32,663.22,568.44,496.2,high,1903,cooling_active,moderate,Low Activity
night,20.76,52.96,124.22,580.44,485.09,727.63,,617.63,,4507,eco_mode,dim,Moderate Activity
night,21.78,51.64,127.7,,399.83,711.86,669.2,591.11,medium,1826,ventilation_only,moderate,Low Activity
night,294.84,51.82,128.15,571.43,425.67,711.62,873.93,598.9,low,1826,eco_mode,bright,Low Activity
night,17.99,52.74,116.32,594.49,484.65,753.26,711.69,639.41,low,1374,heating_active,bright,Low Activity
night,21.61,51.95,126.9,575.52,425.73,710.0,,587.91,low,1826,cooling_active,bright,Low Activity
night,21.5,52.06,126.13,567.35,417.6,716.19,869.59,588.53,,1826,maintenance_mode,moderate,Low Activity
afternoon,19.71,52.88,86.33,618.75,442.81,754.32,702.83,623.08,low,7241,cooling_active,moderate,Moderate Activity
night,21.48,52.09,131.27,572.97,410.09,625.25,,583.51,low,1826,heating_active,bright,Low Activity
night,21.51,51.97,128.43,570.61,413.03,712.36,674.86,585.98,low,1826,eco_mode,moderate,Low Activity
night,21.4,52.21,128.18,567.44,399.56,713.35,,597.45,low,1826,cooling_active,,Low Activity
night,21.28,52.44,125.45,568.77,419.32,703.1,677.12,601.05,low,1826,ventilation_only,bright,Low Activity
night,294.43,52.32,126.84,573.62,410.89,709.05,,587.35,low,1826,maintenance_mode,very_bright,Low Activity
night,21.22,52.39,126.23,571.5,421.22,710.08,660.5,588.35,low,1826,cooling_active,bright,Low Activity
night,19.41,48.05,116.44,579.31,467.32,725.78,,613.76,medium,2679,eco_mode,,Low Activity
night,21.19,52.25,126.26,568.72,411.29,715.21,664.33,600.82,low,1826,Heating_Active,,Low Activity
night,21.19,52.11,132.66,570.24,418.95,717.78,671.52,596.33,low,1826,eco_mode,bright,High Activity
night,20.56,53.3,123.6,572.65,480.32,726.98,,621.29,low,4507,heating_active,moderate,High Activity
night,21.24,148.44,131.93,575.54,435.83,711.71,680.56,606.73,,1826,off,very_bright,Low Activity
evening,23.56,44.58,125.27,587.55,453.31,732.36,,628.92,low,1374,heating_active,very_bright,High Activity
night,21.09,52.05,126.27,581.43,424.82,722.05,672.52,605.58,low,1826,eco_mode,bright,Low Activity
night,21.17,51.8,122.36,574.01,428.45,719.89,,619.29,,1826,heating_active,,Low Activity
night,21.06,-1.4,124.92,,409.31,720.64,689.17,607.52,low,1826,ventilation_only,,Low Activity
night,21.0,52.09,115.18,577.89,417.89,718.46,678.61,595.91,low,1826,cooling_active,very_bright,Low Activity
night,20.97,52.13,118.97,569.29,418.13,727.37,,605.82,low,1826,eco_mode,,Low Activity
evening,22.67,47.17,130.96,,387.38,698.62,673.24,568.82,low,6847,maintenance_mode,,Low Activity
night,20.97,52.03,129.56,573.37,424.04,723.35,684.76,602.88,low,1826,heating_active,very_bright,Low_Activity
afternoon,19.21,56.38,208.3,549.67,473.39,715.52,668.65,600.6,medium,1458,off,moderate,Low Activity
night,20.79,52.42,124.01,573.84,410.58,722.15,,609.63,,7395,maintenance_mode,moderate,Low Activity
morning,17.3,40.73,56.27,625.91,602.12,797.58,777.56,719.95,extremely low,8374,cooling_active,dim,Moderate Activity
night,20.76,52.34,119.18,577.01,433.62,726.63,683.64,602.26,low,7395,heating_active,very_bright,Low Activity
night,20.84,52.19,119.77,576.88,439.63,638.71,509.53,598.8,low,7395,HEATING_ACTIVE,very_bright,High Activity
afternoon,291.83,51.88,103.17,598.02,440.5,740.03,699.28,635.59,low,9658,ventilation_only,,High Activity
night,20.72,52.39,123.28,569.05,406.13,720.37,678.41,597.68,low,7395,off,very_bright,Low Activity
night,20.65,52.48,124.34,572.02,419.35,724.64,689.5,604.4,low,7395,ventilation_only,very_bright,Moderate Activity
night,20.73,52.35,124.96,572.34,422.11,722.53,473.99,607.38,low,7395,maintenance_mode,,Moderate Activity
night,20.64,169.85,122.36,570.72,429.38,732.75,679.56,599.09,low,7395,heating_active,bright,Moderate Activity
night,20.51,52.86,119.88,574.89,458.33,732.79,,619.4,low,7395,eco_mode,very_bright,Moderate Activity
evening,24.48,50.67,112.19,,469.88,650.08,559.26,513.76,medium,6817,heating_active,very_dim,Low Activity
night,20.35,53.19,121.88,568.18,460.45,733.17,696.41,619.24,,7395,off,bright,Low Activity
afternoon,296.57,51.06,113.62,559.76,433.59,655.68,554.02,498.39,high,1903,heating_active,bright,Low Activity
afternoon,21.23,54.12,132.15,,422.46,693.58,620.2,557.08,medium,7058,COOLING_ACTIVE,bright,Low Activity
night,19.43,54.83,106.71,597.76,475.18,746.92,693.07,619.16,low,9127,maintenance_mode,very_bright,Low Activity
night,20.47,52.84,120.77,570.94,447.07,725.81,690.03,609.53,low,7395,heating_active,very_bright,Moderate Activity
evening,23.74,48.39,109.48,572.31,466.12,712.22,677.04,608.32,medium,7395,cooling_active,very_bright,LowActivity
night,20.31,53.16,117.68,571.08,427.53,724.14,,618.21,low,7395,ventilation_only,very_bright,High Activity
night,20.28,53.18,121.08,574.44,422.35,723.73,684.08,607.94,low,7395,off,moderate,Moderate Activity
afternoon,15.55,46.82,79.89,598.84,537.7,769.63,733.78,642.21,low,2679,cooling_active,,Moderate Activity
night,20.17,53.33,127.32,575.04,428.48,728.63,563.0,605.91,low,7395,Eco_Mode,very_dim,Moderate Activity
night,20.15,53.41,128.98,,435.86,726.92,,612.66,low,7395,maintenance_mode,very_bright,Moderate Activity
morning,16.12,48.87,71.2,612.44,588.01,789.07,750.8,706.61,extremely low,7963,Maintenance_mode,dim,Moderate Activity
afternoon,290.55,47.85,105.15,598.61,400.74,597.62,696.28,633.65,low,5820,heating_active,bright,Moderate Activity
morning,17.49,42.7,61.12,627.45,598.14,796.26,766.72,721.24,extremely low,8374,VENTILATION_ONLY,very_bright,Low Activity
morning,20.12,53.21,126.52,573.29,454.61,876.26,686.32,628.89,low,7395,ventilation_only,moderate,Moderate Activity
morning,19.89,53.73,130.9,573.44,480.43,735.82,690.58,631.13,low,7395,maintenance_mode,dim,Low Activity
evening,25.2,46.28,110.73,,440.38,726.61,675.35,599.98,low,4507,eco_mode,bright,Moderate Activity
morning,18.34,46.63,72.74,618.91,587.89,778.3,,690.74,,5693,ventilation_only,bright,Low Activity
morning,19.81,53.86,119.31,577.02,481.5,740.86,698.87,625.3,low,7395,Off,bright,High Activity
night,20.48,54.68,123.37,543.88,442.28,676.55,613.21,532.04,high,7058,OFF,very_bright,Low Activity
morning,19.74,53.89,122.74,579.19,491.6,733.19,700.91,641.95,low,7395,off,bright,Moderate Activity
evening,23.79,52.12,124.92,558.28,426.79,697.26,627.97,565.73,medium,4761,maintenance_mode,moderate,Low Activity
morning,19.79,53.65,123.56,569.94,470.92,728.74,707.13,630.25,,7395,heating_active,moderate,High Activity
morning,19.82,53.59,125.68,567.54,470.13,749.8,692.96,629.37,low,7395,off,very_dim,High Activity
morning,19.77,-7.18,120.17,575.03,479.64,853.52,,636.83,low,7395,off,very_bright,Low Activity
morning,19.75,53.48,123.72,571.58,478.41,742.68,703.19,643.66,low,7395,ventilation_only,very_bright,Low Activity
afternoon,22.18,54.13,109.53,539.91,497.13,727.26,,601.99,medium,1458,maintenance_mode,very_bright,Low Activity
afternoon,22.55,51.99,100.66,573.54,462.94,703.92,653.0,584.99,low,1903,off,very_bright,Low Activity
morning,19.61,53.69,131.02,,478.31,741.05,692.76,634.27,low,7395,ventilation_only,very_bright,Low_Activity
evening,24.44,50.2,141.1,551.87,431.32,678.35,617.7,532.24,medium,1903,heating_active,very_bright,Low Activity
morning,19.57,53.71,122.93,577.45,490.83,735.14,704.59,626.2,low,7395,heating_active,very_bright,Low Activity
afternoon,20.7,54.27,91.54,560.7,527.52,739.97,695.71,628.83,extremely low,3592,cooling_active,moderate,Low Activity
morning,19.65,53.37,112.94,573.96,464.9,740.11,701.97,653.81,low,7395,maintenance_mode,moderate,Low Activity
evening,23.74,46.44,156.51,565.83,428.63,699.72,,594.79,high,6431,cooling_active,very_bright,Low Activity
morning,19.4,53.98,117.73,,496.73,738.3,698.06,640.98,low,7395,off,very_bright,Low Activity
afternoon,19.0,54.4,80.85,615.49,505.38,750.34,711.38,646.31,low,3856,maintenance_mode,bright,Moderate Activity
morning,19.31,54.14,127.84,572.4,482.65,736.86,696.28,642.61,low,7395,Heating_Active,very_bright,Low Activity
morning,19.27,54.18,113.84,577.8,479.43,745.55,858.99,636.04,low,7395,heating_active,,Moderate Activity
morning,19.3,54.09,118.79,570.71,488.97,560.47,,642.79,low,7395,off,bright,High Activity
morning,17.13,54.0,126.0,596.38,497.12,754.21,719.93,661.31,extremely low,5820,ECO_MODE,bright,High Activity
morning,292.33,54.42,122.77,577.75,477.55,750.14,,642.9,low,7395,Cooling_Active,moderate,Moderate Activity
morning,19.2,54.25,124.65,581.27,495.1,744.81,698.97,639.32,low,7395,Eco_mode,dim,Moderate Activity
night,18.23,54.13,120.6,590.2,491.18,737.63,683.18,611.06,low,4129,Off,bright,High Activity
evening,25.72,48.36,111.5,545.33,475.22,682.44,598.75,542.97,medium,6817,heating_active,,Low_Activity
morning,19.18,52.31,117.39,578.02,468.98,731.42,692.53,623.4,low,7395,maintenance_mode,very_bright,High Activity
morning,19.17,51.6,103.64,,472.79,730.91,690.57,624.05,medium,7395,Maintenance_mode,dim,Low Activity
morning,19.07,50.79,107.86,571.57,486.28,735.97,,622.77,medium,7395,cooling_active,,Moderate Activity
morning,18.92,50.62,108.84,578.37,471.34,737.98,698.5,623.34,medium,7395,cooling_active,moderate,Moderate Activity
night,20.24,48.77,113.65,586.97,361.06,706.83,,539.95,medium,3418,maintenance_mode,moderate,Low Activity
morning,18.83,51.77,85.08,583.14,536.81,884.27,717.83,664.88,low,3074,maintenance_mode,,High Activity
evening,22.74,46.95,152.66,573.31,419.21,711.08,,584.65,medium,7963,off,very_bright,Low Activity
morning,18.42,53.53,102.72,561.17,480.99,591.81,670.51,603.36,medium,2847,eco_mode,moderate,Low_Activity
night,22.15,55.76,129.66,555.65,438.04,695.93,635.67,560.51,medium,4761,eco_mode,bright,LowActivity
evening,22.1,44.77,115.23,590.81,442.58,714.75,,595.35,low,8052,maintenance_mode,very_bright,Moderate Activity
morning,18.64,50.36,99.58,595.49,502.23,740.17,703.84,633.75,medium,7395,eco_mode,very_bright,Moderate Activity
morning,18.86,49.81,96.55,589.38,506.15,738.61,704.76,634.64,medium,7395,heating_active,bright,Moderate Activity
morning,19.14,49.12,99.86,583.78,517.88,746.7,706.62,639.54,medium,7395,heating_active,very_bright,Low Activity
morning,18.72,49.82,92.45,584.71,522.55,753.99,701.34,637.05,medium,7395,Maintenance_mode,,Moderate Activity
morning,18.61,50.33,88.29,583.38,512.14,836.7,,653.59,medium,7395,heating_active,very_bright,High Activity
morning,18.64,50.44,91.12,583.07,506.07,750.19,700.59,655.73,medium,7395,cooling_active,very_bright,Low Activity
morning,292.07,131.57,94.09,584.06,472.68,740.82,701.05,636.64,,7395,cooling_active,bright,Moderate Activity
morning,18.93,50.7,101.03,587.7,473.48,733.28,701.3,637.92,medium,7395,ventilation_only,very_bright,Low Activity
morning,18.85,50.25,92.48,591.61,498.21,745.03,713.49,640.44,medium,7395,maintenance_mode,bright,Low Activity
afternoon,296.07,52.19,107.31,564.96,439.97,654.64,559.27,503.91,high,1903,cooling_active,moderate,Low Activity
morning,18.22,52.9,64.84,571.93,589.82,763.42,743.81,679.66,extremely low,3592,cooling_active,very_bright,Moderate Activity
morning,292.12,49.07,83.2,591.11,518.94,751.62,,652.16,low,7395,cooling_active,,High Activity
morning,18.88,49.15,79.19,594.57,508.02,751.96,720.37,663.38,,7395,ventilation_only,bright,Moderate Activity
night,21.25,54.01,110.34,550.65,503.14,722.77,668.96,607.85,low,6817,cooling_active,bright,Low Activity
morning,18.76,49.02,73.41,594.33,525.82,755.7,887.55,656.18,low,7395,maintenance_mode,very_bright,Low Activity
evening,22.82,186.75,96.47,561.85,468.04,732.82,698.94,632.82,low,2847,cooling_active,very_bright,Moderate Activity
morning,19.52,47.79,81.99,596.47,461.41,746.45,,633.13,low,7395,eco_mode,,Moderate Activity
morning,20.0,46.88,82.25,593.28,460.75,740.65,,639.72,low,7395,heating_active,,High Activity
morning,19.93,47.29,85.67,589.34,464.59,742.21,699.36,619.3,,7395,maintenance_mode,very_bright,ModerateActivity
morning,18.83,43.91,66.77,581.69,584.64,783.59,754.57,688.87,extremely low,2847,ventilation_only,bright,Low Activity
afternoon,16.03,49.29,70.55,613.56,573.75,770.94,,700.79,extremely low,6431,eco_mode,moderate,Moderate Activity
morning,292.9,48.14,84.02,585.54,446.39,737.23,509.12,632.76,low,7395,cooling_active,bright,Low Activity
morning,19.01,55.13,110.4,571.52,444.36,727.96,688.45,619.54,medium,3074,ventilation_only,bright,Moderate Activity
morning,19.09,48.77,81.3,593.6,507.15,759.0,,651.96,,7395,off,dim,ModerateActivity
